"gameID (S)","Age (N)","Description (S)","Image (S)","Name (S)","Players (NS)","Tags (L)","Time (NS)","Year (N)","Rules (S)"
"252501","8","It's the Monopoly game transported to the world of Star Wars! In this Monopoly game: Star Wars Edition, players move around the board in their favorite ship and embark on a quest to build their own galactic empire.

The gameboard features iconic locations from the Star Wars films including Hoth, Tatooine, and Kashyyyk. The game has an added element where players can use the Force to perform special abilities allowing them to do actions such as swap, steal, and collect extra money. Open and Play gameboard folds into a case for quick and easy storage.

Includes gameboard, 2 dice, 4 ship tokens, 64 cardboard property markers (16 for each ship), 16 Chance cards, 1 money pack, and game guide

Note: This is a different game than Monopoly: Star Wars

","https://cf.geekdo-images.com/SR7xPpoRF6xb7tM0lWr5LQ__original/img/LvCoW4MAre4_Nx4I0t3dgec75zg=/0x0/filters:format(jpeg)/pic4116206.jpg","Monopoly: Star Wars","{ 4, 2 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Economic"" },      ""TagID"" : { ""N"" : ""1021"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Negotiation"" },      ""TagID"" : { ""N"" : ""1026"" }    }  }]","{ 0 } ","2015",
"257283","14","It's the year 3030, and technology offers humankind unimaginable entertainment. What used to be virtual reality is now reality, and sports that once occupied your flat-screen now occupy the world stage. The largest of them embodies the evolution and integration of athleticism and machinery. Once every five years, hundreds of millions of viewers tune in to witness the spectacle that is M.E.C.H.s: Mechanized Entertainment Combat Heroes.

Tiny Epic Mechs is an arena-style player-vs-player action-programming game. It features ITEMeeples with plastic molded power armors and a Mech suit that the ITEMeeples actually go inside of.

In Tiny Epic Mechs, players take on the roles of highly skilled and athletic Mech pilots. They compete in a free-for-all battle royale over the span of six rounds. In each round, players select four of eight available actions to program. These actions keep you moving around the arena while allowing you to deploy high-scoring defensive turrets, plant explosive land mines with hidden values, collect resources, purchase weaponry, and power up into your Power Armor or eventually the highly-sought-after Mech Suit. While each player has their own Power Armor, there is only one Mech Suit, reserved for the king of the hill.

Your programmed actions are played out one at a time around the table until all players have executed their four actions. When you cross paths with another player, combat ensues. During combat, players exchange fire until one player is out of ammo and must retreat, or they are defeated and forced to reset.

Combat is fast, and you can use each weapon only one time per fight, so the more weapons you have, the longer you'll last. Weapons are categorized into three types, and each type counters one of the other types. If you time your weapons correctly, you can counter your opponent and unleash a more powerful attack and gain an edge over them. Dealing a lot of damage to your opponent will wow the audience and earn you lots of points, which brings you closer to victory. You also score victory points every other round based on area control and who controls the Mech. At the end of the game, you also earn points for each weapon you own.

","https://cf.geekdo-images.com/auUjnvi2D596hPBz0z0Ybg__original/img/-Tf8kGrpfMkaEkXve-P1rgR3M5Y=/0x0/filters:format(jpeg)/pic4239499.jpg","Tiny Epic Mechs","{ 4, 1 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Fighting"" },      ""TagID"" : { ""N"" : ""1046"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Science Fiction"" },      ""TagID"" : { ""N"" : ""1016"" }    }  }]","{ 30, 60 } ","2019","https://www.ultraboardgames.com/tiny-epic-mechs/game-rules.php"
"258","8","Fluxx is a card game in which the cards themselves determine the current rules of the game. By playing cards, you change numerous aspects of the game: how to draw cards, how to play cards, and even how to win.

At the start of the game, each player holds three cards and on a turn a player draws one card, then plays one card. By playing cards, you can put new rules into play that change numerous aspects of the game: how many cards to draw or play, how many cards you can hold in hand or keep on the table in front of you, and (most importantly) how to win the game. There are many editions, themed siblings, and promo cards available.

","https://cf.geekdo-images.com/ZBQHRlhd32wt4F_zgeic6w__original/img/6-0pkob0RUXgRyxGPJ2ZKyYObxw=/0x0/filters:format(jpeg)/pic2405641.jpg","Fluxx","{ 2, 6 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Card Game"" },      ""TagID"" : { ""N"" : ""1002"" }    }  }]","{ 30, 5 } ","1997","https://www.looneylabs.com/lit/rules/fluxx-rules"
"25821","10","#170;me, 2001 for 8-23 players. This has been nominated for the 2003 Spiel des Jahres award.
__Werewolves of Miller's Hollow is a separate game from Werewolf, and was split from that entry at the request of Asmodee.
__","https://cf.geekdo-images.com/gBxf-8tL9SnYglYY7dEpJA__original/img/wnY8qstdl7kDu7pTOY72gYGzaUk=/0x0/filters:format(jpeg)/pic510856.jpg","The Werewolves of Miller's Hollow","{ 8, 18 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Bluffing"" },      ""TagID"" : { ""N"" : ""1023"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Deduction"" },      ""TagID"" : { ""N"" : ""1039"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Horror"" },      ""TagID"" : { ""N"" : ""1024"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Murder/Mystery"" },      ""TagID"" : { ""N"" : ""1040"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Party Game"" },      ""TagID"" : { ""N"" : ""1030"" }    }  }]","{ 30 } ","2001","https://cdn.1j1ju.com/medias/af/08/f4-the-werewolves-of-millers-hollow-rulebook.pdf"
"268544","3","Are you a Star Wars expert? Can you identify the difference between Episodes 4-6 and 1-3? Can you remember specific scenes from Episode 7: The Force Awakens? Travel to a galaxy far, far away and test your Star Wars knowledge to see if you are a force to be reckoned with. With 500 questions to answer, it's great for the whole family, whether you want a quick game on the go or to spend some time seeing how much you really know! With a Top Trumps twist at the end to test your memory, can you remember what you learned just moments ago?
__Key Features

_     Quizzical Star Wars fun with a Top Trumps Twist___     Entertaining educational card game loved for bringing your favourite Star Wars characters to life including questions on Yoda, Darth Vader and Luke Skywalker___     500 puzzling and captivating questions that will test your knowledge and memory on the Star Wars Saga___     Easy-to-carry plastic case means there are no limits on gameplay___     Prepare to outsmart your opponents, discover new and exciting facts and duel your way to becoming the Top Trump

_-description from the publisher
__","https://cf.geekdo-images.com/HKpqamGJ8LVPQ5-2S_9vMA__original/img/fFJ3ZPQKNqULnzpa8WNzLHGdD2M=/0x0/filters:format(jpeg)/pic4804118.jpg","Top Trumps Quiz: Star Wars","{ 2 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Science Fiction"" },      ""TagID"" : { ""N"" : ""1016"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Trivia"" },      ""TagID"" : { ""N"" : ""1027"" }    }  }]","{ 30, 10 } ","2016","https://toptrumps.com/quiz/"
"274533","7","The world's first dodgeball card game. Collect cards. Play your hand. Throw things at your friends.
__Throw Throw Burrito is what you get when you cross a card game with dodgeball. Try to collect matching sets of cards faster than your opponents while simultaneously ducking, dodging, and throwing squishy airborne burritos. The cards you collect earn points, but getting hit by flying burritos loses them. So clear some space and put away the antiques, because you've never played a card game quite like this before.
__How it works: Place a pair of burritos on a table and draw cards. Keep your cards a secret. Rack up points by finding sets of three in the deck. Find matches before anyone else does. If someone plays Burrito Cards, a Battle ensues. Steal points from your opponents by hitting them with squishy toy burritos. Declare war on your friends. Some battles only involve a handful of players. Others force the entire table to engage in a Burrito War. Duel to determine the winner. During a Burrito Duel, two players must stand back to back, walk three paces, and FIRE.
__-description from the designer
__","https://cf.geekdo-images.com/_-eHW9MfHjAClQpKkX1kMw__original/img/pGifC_XmjiKh4OI_N4DHBGt5CcQ=/0x0/filters:format(png)/pic6097313.png","Throw Throw Burrito","{ 2, 6 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Action / Dexterity"" },      ""TagID"" : { ""N"" : ""1032"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Card Game"" },      ""TagID"" : { ""N"" : ""1002"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Party Game"" },      ""TagID"" : { ""N"" : ""1030"" }    }  }]","{ 15 } ","2019","https://dumekj556jp75.cloudfront.net/ttb/burrito-english.pdf"
"282080","6","This game consists of score sheets and five custom panda dice with six unique sides: face, top, back, feet, side with bamboo, side without bamboo. Players take turns rolling the dice up to three times trying to make different combinations. At the end of a turn, the player must fill a box on the scorecard. If the player made no combination, they must enter zero into one of the boxes. A box may only be filled once per game. When all boxes are filled, the game ends. The player with the highest point count wins.

","https://cf.geekdo-images.com/C0rHPdoRDzXc1N_lOr2CtQ__original/img/nJyFM66Wj9hEpxVD27LpOTfFUXs=/0x0/filters:format(jpeg)/pic5177549.jpg","Posing Pandas","{ 99, 2 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Animals"" },      ""TagID"" : { ""N"" : ""1089"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Children's Game"" },      ""TagID"" : { ""N"" : ""1041"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Dice"" },      ""TagID"" : { ""N"" : ""1017"" }    }  }]","{ 0 } ","2018","https://viafever.com/blogs/articles/how-to-play-posing-pandas"
"287839","10","8 Bit Attack is a game of manic co-operative battle, inspired by the old side-scrolling console games we all loved. Each player controls a gallant 8-bit hero who, with his friends, has to take out a series of minibosses. You must power-up your heroes until they're tough enough to take on the final boss - none other than Cthulhu himself! Every game is focused directly on tactical boss fights and hero advancement! 
 Both heroes and enemies are drawn from multiple universes - the realms of Myth, Demons, Cultists, and Aliens. Fight foes ranging from shoggoths to cacodemons to gnomes to cosmic clouds.  Wield potions, magical runes, lasers, and super-powers. You'll need to apply both tactics and strategy as you work with your friends to defeat these fearsome foes.
Every game is a completely different contest, with a huge range of heroes to choose from - some are tough tank-like bricks. Others are healers, archers, sneaky spies, or magicians. Find heroes that fit your personality, or mix it up.  Watch for expansion packs, which add scores more heroes, minions, and enemy bosses to the mix.

-description from the publisher

","https://cf.geekdo-images.com/w3TNzFM6ulXQ6rKHjqNOzw__original/img/qwK40W7UAE45Yl5h2IMFzUOMvgw=/0x0/filters:format(jpeg)/pic4935911.jpg","8 Bit Attack","{ 1, 5 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Adventure"" },      ""TagID"" : { ""N"" : ""1022"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Fantasy"" },      ""TagID"" : { ""N"" : ""1010"" }    }  }]","{ 60, 90 } ","2019","https://petersengames.com/download/8-bit-attack-rulebook/"
"290028","8","Codenames: The Simpsons combines the hit social word game Codenames, while featuring characters and locations from thirty years of The Simpsons.
__In Codenames, two teams - Team Homer and Team Bart - compete to see who can guess all of their 'field agents' (identified by either a word or picture) correctly first - but those field agents are hiding in plain sight in a 5x5 grid that includes the agents of the other team, neutral words, and an assassin that will cause you to lose the game immediately if you guess it. One person on each team is a spymaster and only these two know which agents belong to each team. Spymasters take turns giving one-word clues that can help their teammates identify multiple agents on the board. Their teammates try to guess agents of the right color while avoiding those that belong to the opposing team - and everyone wants to avoid the assassin.
__","https://cf.geekdo-images.com/LZt-7SdlMQjxyEslD6_b1w__original/img/7gkB5103LhLr85gRNYzFrEAY7mo=/0x0/filters:format(jpeg)/pic4984308.jpg","Codenames: The Simpsons","{ 8, 2 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Card Game"" },      ""TagID"" : { ""N"" : ""1002"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Deduction"" },      ""TagID"" : { ""N"" : ""1039"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Movies / TV / Radio theme"" },      ""TagID"" : { ""N"" : ""1064"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Party Game"" },      ""TagID"" : { ""N"" : ""1030"" }    }  }]","{ 15 } ","2019","https://theop.games/wp-content/uploads/2020/05/Simpsons-Codenames-Rules.pdf"
"2921","8","This game attempts to mirror life events many people go through from going to college, raising a family, buying a home, working and retiring.

The intent of the game is to have the most assets at the end of the game, assets are earned primarily by working and earning tokens with dollars amount on them.  Additionally the first person to complete the course gets additional money tokens.

There is a very linear board that you move along by spinning a wheel or landing on spaces that tell you to move to a specific space or forward or back.  There are a handful of intersections where you can choose to go one direction or another but they ultimately have similar spaces and meet back up quickly.  There are a handful of choices regarding insurance and investments but for the most part it is a game of luck.

Note -- this entry covers many versions of the game with different rule sets.  In general, the newer the printing the gentler the rules.  The 1960s original can be quite brutal if the players choose to act on all the options made available to them.  The most recent versions are suitable for young children without parental supervision.

","https://cf.geekdo-images.com/c4S2XDRb_DCYCAV-ZAzDpg__original/img/23KgFL2BIq657VftWjAuxnrP-3s=/0x0/filters:format(jpeg)/pic288405.jpg","The Game of Life","{ 2, 6 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Children's Game"" },      ""TagID"" : { ""N"" : ""1041"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Economic"" },      ""TagID"" : { ""N"" : ""1021"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Electronic"" },      ""TagID"" : { ""N"" : ""1072"" }    }  }]","{ 60 } ","1960","https://images-eu.ssl-images-amazon.com/images/I/B1nJeqPbjiS.pd"
"293141","8","King of Tokyo: Dark Edition is a collector's edition [limited edition: 100 000 copies in 12 languages] of King of Tokyo, with the fight taking place in an alternative and darker world in which the struggle for control of Tokyo has never been so fierce...and wicked!

This edition includes deluxe components (such as an embossed box and lightning-bolt-shaped energy) and all-new art by Paul Mafayon. The game is based on the classic KoT rules, with the addition of a new mechanism exclusive to this edition to offer a fresh gaming experience.

-description from the publisher

","https://cf.geekdo-images.com/mTn-dbIPgdf-_l668UGi_g__original/img/XRQlT7QoF2oXrXxv_vlvoIRjd4U=/0x0/filters:format(jpeg)/pic5031257.jpg","King of Tokyo: Dark Edition","{ 2, 6 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Dice"" },      ""TagID"" : { ""N"" : ""1017"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Fighting"" },      ""TagID"" : { ""N"" : ""1046"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Movies / TV / Radio theme"" },      ""TagID"" : { ""N"" : ""1064"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Science Fiction"" },      ""TagID"" : { ""N"" : ""1016"" }    }  }]","{ 30 } ","2020","https://cdn.1j1ju.com/medias/53/d4/2e-king-of-tokyo-dark-edition-rulebook.pdf"
"30549","8","In Pandemic, several virulent diseases have broken out simultaneously all over the world! The players are disease-fighting specialists whose mission is to treat disease hotspots while researching cures for each of four plagues before they get out of hand.
__The game board depicts several major population centers on Earth. On each turn, a player can use up to four actions to travel between cities, treat infected populaces, discover a cure, or build a research station. A deck of cards provides the players with these abilities, but sprinkled throughout this deck are Epidemic! cards that accelerate and intensify the diseases' activity. A second, separate deck of cards controls the 'normal' spread of the infections.
__Taking a unique role within the team, players must plan their strategy to mesh with their specialists' strengths in order to conquer the diseases. For example, the Operations Expert can build research stations which are needed to find cures for the diseases and which allow for greater mobility between cities; the Scientist needs only four cards of a particular disease to cure it instead of the normal five-but the diseases are spreading quickly and time is running out. If one or more diseases spreads beyond recovery or if too much time elapses, the players all lose. If they cure the four diseases, they all win!
__The 2013 edition of Pandemic includes two new characters-the Contingency Planner and the Quarantine Specialist-not available in earlier editions of the game.
__Pandemic is the first game in the Pandemic series.
__","https://cf.geekdo-images.com/S3ybV1LAp-8SnHIXLLjVqA__original/img/IsrvRLpUV1TEyZsO5rC-btXaPz0=/0x0/filters:format(jpeg)/pic1534148.jpg","Pandemic","{ 4, 2 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Medical"" },      ""TagID"" : { ""N"" : ""2145"" }    }  }]","{ 45 } ","2008","https://images.zmangames.com/filer_public/53/ed/53edbee8-adfb-4715-899f-dd381e1420d7/zm7101_rules_web.pdf  "
"308416","0","From designer Edmund McMillen, Tapeworm is a game in which players compete to build tapeworms and empty their hands of tiles, in the form of cards.

The game begins with the laying down of the starting tile, which depicts the kinds of tapeworms stitched together. The first turn is either determined by who resembles a worm the most or at random. A player's turn includes the drawing and laying down of matching tiles, which continues until a matching head segment is laid down, thereby completing the tapeworm. Whichever player ends up with an empty hand wins the game.

There are special mechanics to propel a player forward, as well as cards intended to hinder the efforts of their opponents. These cards include: Cut, to sever a worm segment at play; Peek, to draw a card and replace it with another card from a hand; Hatch, to force an opponent to draw from the deck; Swap, to look at an opponent's hand and decide if cards should be traded; Dig, to draw a card from the deck and discard one from a hand. If a player creates a fully-connected ring of cards, it is identified as a Ringworm, resulting in the discarding of two cards from a hand.

McMillen developed the prototype for Tapeworm alongside The Binding of Isaac in 2011, after releasing Super Meat Boy. For years, McMillen would play the game privately with family and friends, without pursuing it professionally. In 2018, Studio71, the publisher of The Binding of Isaac: Four Souls, was visiting McMillen to document the completion of the game, they were shown Tapeworm. Studio71 tested the game and began the process leading up to publishing it.

","https://cf.geekdo-images.com/8S57SrGlF2mtA9zZVvhN_w__original/img/zIMdYi2UPNOJchTu4t_neSrEdYo=/0x0/filters:format(png)/pic5382833.png","Tapeworm","{ 4, 2 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Abstract Strategy"" },      ""TagID"" : { ""N"" : ""1009"" }    }  }]","{ 0 } ","2020","https://drive.google.com/file/d/1CshrPDXhOHb9R0Nqg4-_-ucoiZyZWkKB/view"
"310448","8","lsquo;Mystery' envelopes. By accomplishing special Missions, players unlock additional content that will provide a richer experience, while constantly renewing the enjoyment of the game. The icing on the cake: the two games are compatible! You will be able to play Zombie Kidz with your Zombie Teenz, and vice versa!

More rules details to come...

-description from the publisher

","https://cf.geekdo-images.com/elS-EEtVF92Vk-YBqnJKeA__original/img/Zr5Q4VUehMBvib7M48FyaAa9Gss=/0x0/filters:format(png)/pic5733331.png","Zombie Teenz Evolution","{ 4, 2 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Children's Game"" },      ""TagID"" : { ""N"" : ""1041"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Zombies"" },      ""TagID"" : { ""N"" : ""2481"" }    }  }]","{ 15, 25 } ","2020","https://cdn.1j1ju.com/medias/56/eb/4c-zombie-teenz-evolution-rulebook.pdf"
"317313","12","Crypt Hunters is a fast-paced game of exploration and adventure for two players, set in the world of Warhammer Age of Sigmar. Orris Suresight and his Stormcast Eternals must find an ancient relic hidden amidst the twisting catacombs of the Ten Thousand Tombs, or the city of Glymmsforge will fall to the undead. Will you play the stalwart Stormcast Eternals, clad in gleaming golden armour and armed with powerful weapons, or the vengeful spirits of the Chainrasps intend on dooming Glymmsforge forever?

In each game the Chainrasp player creates the labyrinth, while the Stormcast Eternals players searches its twisting passages for the Hyshian Luminator, the ancient relic that will save Glymmsforge. The board is made up of hexagon tiles, and as the Stormcast Eternals player searches further, the labyrinth will reveal infernal traps and can divide into sections leading some Stormcast Eternals to become lost in the dungeon depths.

You'll resolve your actions using a set of special dice, and mark status effects with tokens. Each faction also utilizes a deck of cards with powerful effects. Banish your enemies with the holy energy of Sigmar, or inflict them with supernatural terror. Every roll of the dice could swing the outcome in your favour, or doom you to ignoble defeat. To win, the Stormcast Eternal player must first find the Winch tile, and then activate the Hyshian Luminator, banishing the undead. The Chainrasp player wins if all the Stormcast Eternals are slain. Play a single game, or combine your games in a campaign, and add new challenges with a unique system of optional Burdens.

-description from publisher

","https://cf.geekdo-images.com/nzSyH_eZs9wcYj9vbGeQ6w__original/img/30v7-mk84xF5CdsDcBvdUDXE5sI=/0x0/filters:format(png)/pic5616196.png","Warhammer Age of Sigmar: Crypt Hunters","{ 2 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Exploration"" },      ""TagID"" : { ""N"" : ""1020"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Fantasy"" },      ""TagID"" : { ""N"" : ""1010"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Miniatures"" },      ""TagID"" : { ""N"" : ""1047"" }    }  }]","{ 30, 60 } ","2020","https://ageofsigmar.com/games/wp-content/uploads/sites/2/2021/02/Crypt_Hunters_Rulebook.pdf"
"328293","0","Zombie Circus Goats is a 2-4 player game. In it players start with three cards and then, in turn order, draw a single card. Players may play talent cards and then roll dice to collect gold, brains, blood or guts cards based on their talent and roll.

The game includes a trading mechanism where players can trade talent cards with one another. The winner is the first player to amass 5 zombie circus goat cards.

-user summary

Zombie Circus Goats is the strategic new card game about everyone's favorite things:  Zombies, Goblins, Goats, and Shouting.

Build your troupe.  Steal your friends' Goats.  Howl in victory!

WARNING:  Contains Hellephants, Two-Headed Boys, Robotic Bees, Weregartners, Ma'ampires, Rabbits w/ lightsabers, Meerkats, Tiny Sasquatch, Arrogant Octopuses...and a whole bunch of Zombies.

Get Paid in Body Parts.

Shout in Bad Accents.

Cast Weird Spells at Your Friends.

Make Felicia Fetch You a Drink.

For 2-6 live players.  30-90 minutes adjustable playtime.  Host nights of howling infamy.

-description from the publisher

","https://cf.geekdo-images.com/ErQqyKzIpmBNmIW4EbwFvg__original/img/pLwQxzZP2ldtbz6briz-DuzKtEk=/0x0/filters:format(jpeg)/pic5910729.jpg","Zombie Circus Goats","{ 4, 2 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Animals"" },      ""TagID"" : { ""N"" : ""1089"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Dice"" },      ""TagID"" : { ""N"" : ""1017"" }    }  }]","{ 30, 90 } ","2021","https://www.zombiecircusgoats.com/about/"
"34","12","Arkham Horror is a cooperative adventure game themed around H.P Lovecraft's Cthulhu Mythos.  The game has players exploring the town of Arkham as they attempt to stop unmentionable horrors from spilling into the world. It's possible for everyone to go insane and lose in this game.
__Re-implemented in:
__Arkham Horror (2005)
__","https://cf.geekdo-images.com/AhS53CO05pBagyr9EfRazg__original/img/tYocUbfd0yIGoQPiWJ7YVFdCmyY=/0x0/filters:format(jpeg)/pic5747491.jpg","Arkham Horror","{ 8, 1 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Adventure"" },      ""TagID"" : { ""N"" : ""1022"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Horror"" },      ""TagID"" : { ""N"" : ""1024"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Novel-based"" },      ""TagID"" : { ""N"" : ""1093"" }    }  }]","{ 180 } ","1987","https://www.orderofgamers.com/downloads/ArkhamHorrorCardGame_v1.pdf"
"36345","13","Monty Python themed version of Fluxx. The random and chaotic nature of the Fluxx engine makes it a perfect vehicle for the crazy world of Monty Python!

At the start of the game, each player holds three cards and on a turn a player draws one card, then plays one card. By playing cards, you can put new rules into play that change numerous aspects of the game: how many cards to draw or play, how many cards you can hold in hand or keep on the table in front of you, and (most importantly) how to win the game.

The card mix focuses on Holy Grail with other references added from Flying Circus and other Python material. For example, one win condition card might require you have to have the Knights who Say Ni and a Shrubbery card face up in front of you.

Part of the Fluxx series.

","https://cf.geekdo-images.com/5uikyTtFuRIsHWK6Gz0ekQ__original/img/rrnt8TMbUNwkoospFD2mY0Pj_CA=/0x0/filters:format(jpeg)/pic385725.jpg","Monty Python Fluxx","{ 2, 6 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Card Game"" },      ""TagID"" : { ""N"" : ""1002"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Humor"" },      ""TagID"" : { ""N"" : ""1079"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Movies / TV / Radio theme"" },      ""TagID"" : { ""N"" : ""1064"" }    }  }]","{ 40 } ","2008","https://www.looneylabs.com/lit/rules/monty-python-fluxx-rules"
"37400","8","This is another game in Zoch's 'small square box' line and seems to be a follow-up to Reiner Knizia's Pickomino.
__There are five dice. Each dice has:
__2 x Sushi (blue)___2 x Fishbone (red)___1 x Chopsticks (blue)___1 x Chopsticks (red)
__There are 24 tiles:
__12 x Sushi (blue) ... Worth +1 to +6 points___12 x Fishbone (red) ... Worth -1 to -4 points
__Players roll dice to try and collect 'Sushi' and 'Fish Bone' tiles from the centre of the board (the tile they get depends how many they rolled).
__Players can also steal tiles from other players by rolling 3 or more appropriately coloured 'Chopsticks' on their dice.  3 Chopsticks allows you to take the top tile from an appropriate pile from another player, 4 or 5 chopsticks allows you to nominate which tile from the pile you want, but you are not allowed to look first.
__At the end of the game (when the tiles are all gone), players score points based on the tiles they have collected, however if you have more blue tiles than red tiles, you lose the excess blue tiles first!
__This game is part of The Chicken Family of Zoch.
__","https://cf.geekdo-images.com/cU_FFruHtkJ8VHPOrwjSnA__original/img/wTpJiR76wZP2_0Z1DKAsnaXQEUw=/0x0/filters:format(jpeg)/pic400677.jpg","Sushizock im Gockelwok","{ 2, 5 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Dice"" },      ""TagID"" : { ""N"" : ""1017"" }    }  }]","{ 20 } ","2008","https://tesera.ru/images/items/777961/Sushizock%20im%20Gockelwok%20rules%20(eng).pdf"
"39283","0","Crypt:  Monster and magic in a dungeon you create!

In Crypt, players take on the role of evil wizards who control competing monster forces, which move about in a dungeon that constantly grows.  Each turn, a player may take one of three actions:  lay a tile which expands the dungeon, move a monster in his force, or cast a magic spell.  The objective is to move your monsters into enemy Crypts.

Monsters begin the game in their home Crypt.  Each has a strength and movement rating.  Strong monsters are slow, weak ones fast.  Which will you play early and which will you save for later?  Which will you use to defend, and which will seek entry into enemy Crypts?

Dungeon tiles are used to build the dungeon.  Lay them carefully to block monsters from entering your Crypt, and make entryways into enemy Crypts.

Spell tiles keep things interesting.  Poisons lower abilities; Potions raise them.  A Reaper could mean instant death, while a Seraph returns you safely to your Crypt.  Traps stop movement, while a Ghost lets you walk through walls.  Or use Transporters to pop up in unexpected places.  Suffering under an enemy spell? Remove it with a Zapper.

Crypt is an easily-learned, quick-playing tile-laying game suitable for 2-4 players Ages 8 and up.  It is available as a self-published print-and-play game.

","https://cf.geekdo-images.com/9Swal5lGG_xZmyR35c-TLw__original/img/ClZl7bfmSpigFipwXcwqtgN98dA=/0x0/filters:format(jpeg)/pic393970.jpg","Crypt","{ 4, 2 } ","[  { ""M"" : {      ""Tag"" : { ""S"" : ""Horror"" },      ""TagID"" : { ""N"" : ""1024"" }    }  },  { ""M"" : {      ""Tag"" : { ""S"" : ""Print & Play"" },      ""TagID"" : { ""N"" : ""1120"" }    }  }]","{ 30 } ","2008","https://s3.amazonaws.com/geekdo-files.com/bgg37669?response-content-disposition=inline%3B%20filename%3D%22crypt.rules.pdf%22&response-content-type=application%2Fpdf&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAJYFNCT7FKCE4O6TA%2F20210715%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20210715T123413Z&X-Amz-SignedHeaders=host&X-Amz-Expires=120&X-Amz-Signature=f22207049088a75d05e244f08a64bfebb6a6f83fae9d8b193ee388bcd590d122"
